draft_year,draft_round,draft_pick,draft_team,name,position,mfl_id,mfl_name
2022,4,127,New England Patriots,Pierre Strong Jr.,RB,15733,"Strong Jr., Pierre"
2022,4,128,Baltimore Ravens,Charlie Kolar,TE,15795,"Kolar, Charlie"
2022,4,129,Dallas Cowboys,Jake Ferguson,TE,15799,"Ferguson, Jake"
2022,4,131,Tennessee Titans,Hassan Haskins,RB,15720,"Haskins, Hassan"
2022,4,132,Green Bay Packers,Romeo Doubs,WR,15779,"Doubs, Romeo"
2022,4,137,New England Patriots,Bailey Zappe,QB,15696,"Zappe, Bailey"
2022,4,138,Pittsburgh Steelers,Calvin Austin,WR,15777,"Austin III, Calvin"
2022,4,139,Baltimore Ravens,Isaiah Likely,TE,15798,"Likely, Isaiah"
2022,4,143,Tennessee Titans,Chig Okonkwo,TE,15889,"Okonkwo, Chigoziem"
2022,5,144,Washington Commanders,Sam Howell,QB,15693,"Howell, Sam"
2022,5,148,Buffalo Bills,Khalil Shakir,WR,15761,"Shakir, Khalil"
2022,5,149,Washington Commanders,Cole Turner,TE,15803,"Turner, Cole"
2022,5,151,Atlanta Falcons,Tyler Allgeier,RB,15712,"Allgeier, Tyler"
2022,5,156,Cleveland Browns,Jerome Ford,RB,15713,"Ford, Jerome"
2022,5,162,Denver Broncos,Montrell Washington,WR,15900,"Washington, Montrell"
2022,5,163,Tennessee Titans,Kyle Philips,WR,15901,"Philips, Kyle"
2022,5,164,Los Angeles Rams,Kyren Williams,RB,15710,"Williams, Kyren"
2022,5,169,Minnesota Vikings,Ty Chandler,RB,15723,"Chandler, Ty"
2022,5,170,Houston Texans,Teagan Quitoriano,TE,15905,"Quitoriano, Teagan"
2022,5,177,Detroit Lions,James Mitchell,TE,15909,"Mitchell, James"
2022,6,183,New England Patriots,Kevin Harris,RB,15719,"Harris, Kevin"
2022,6,191,Minnesota Vikings,Jalen Nailor,WR,15786,"Nailor, Jalen"
2022,6,192,Indianapolis Colts,Drew Ogletree,TE,15916,"Ogletree, Drew"
2022,6,196,Baltimore Ravens,Tyler Badie,RB,15718,"Badie, Tyler"
2022,6,198,Philadelphia Eagles,Grant Calcaterra,TE,15804,"Calcaterra, Grant"
2022,6,201,Arizona Cardinals,Keaontay Ingram,RB,15734,"Ingram, Keaontay"
2022,6,202,Cleveland Browns,Michael Woods II,WR,15792,"Woods, Michael"
2022,6,208,Pittsburgh Steelers,Connor Heyward,TE,15800,"Heyward, Connor"
2022,6,213,Atlanta Falcons,John FitzPatrick,TE,15925,"FitzPatrick, John"
2022,6,218,Tampa Bay Buccaneers,Ko Kieft,TE,15929,"Kieft, Ko"
2022,7,227,Minnesota Vikings,Nick Muse,TE,15937,"Muse, Nick"
2022,7,229,Seattle Seahawks,Bo Melton,WR,15785,"Melton, Bo"
2022,7,233,Seattle Seahawks,Dareke Young,WR,15941,"Young, Dareke"
2022,7,241,Pittsburgh Steelers,Chris Oladokun,QB,15948,"Oladokun, Chris"
2022,7,247,Miami Dolphins,Skylar Thompson,QB,15699,"Thompson, Skylar"
2022,7,250,Las Vegas Raiders,Brittain Brown,RB,15953,"Brown, Brittain"
2022,7,251,Kansas City Chiefs,Isiah Pacheco,RB,15749,"Pacheco, Isiah"
2022,7,258,Green Bay Packers,Samori Toure,WR,15841,"Toure, Samori"
2022,7,262,San Francisco 49ers,Brock Purdy,QB,15698,"Purdy, Brock"
