draft_year,draft_round,draft_pick,draft_team,name,position,mfl_id,mfl_name
2025,5,173,Buffalo Bills,Jackson Hawes,TE,17213,"Hawes, Jackson"
2025,6,179,Miami Dolphins,Ollie Gordon II,RB,17059,"Gordon, Ollie"
2025,6,181,Philadelphia Eagles,Kyle McCord,QB,17038,"McCord, Kyle"
2025,6,184,New Orleans Saints,Devin Neal,RB,17046,"Neal, Devin"
2025,6,185,Pittsburgh Steelers,Will Howard,QB,17036,"Howard, Will"
2025,6,188,Tennessee Titans,Kalel Mullings,RB,17050,"Mullings, Kalel"
2025,6,189,Indianapolis Colts,Riley Leonard,QB,17035,"Leonard, Riley"
2025,6,193,Cincinnati Bengals,Tahj Brooks,RB,17058,"Brooks, Tahj"
2025,6,197,Houston Texans,Graham Mertz,QB,17227,"Mertz, Graham"
2025,6,202,Minnesota Vikings,Gavin Bartholomew,TE,17231,"Bartholomew, Gavin"
2025,6,203,Baltimore Ravens,LaJohntay Wester,WR,17232,"Wester, LaJohntay"
2025,6,208,Carolina Panthers,Jimmy Horn Jr.,WR,17234,"Horn, Jimmy"
2025,6,213,Las Vegas Raiders,Tommy Mellott,WR,17238,"Mellott, Tommy"
2025,6,215,Las Vegas Raiders,Cam Miller,QB,17240,"Miller, Cam"
2025,7,219,New York Giants,Thomas Fidone,TE,17243,"Fidone, Thomas"
2025,7,223,Seattle Seahawks,Damien Martinez,RB,17054,"Martinez, Damien"
2025,7,227,San Francisco 49ers,Kurtis Rourke,QB,17041,"Rourke, Kurtis"
2025,7,228,Kansas City Chiefs,Brashard Smith,RB,17049,"Smith, Brashard"
2025,7,231,Miami Dolphins,Quinn Ewers,QB,17034,"Ewers, Quinn"
2025,7,233,Chicago Bears,Kyle Monangai,RB,17066,"Monangai, Kyle"
2025,7,235,Tampa Bay Buccaneers,Tez Johnson,WR,17079,"Johnson, Tez"
2025,7,236,Jacksonville Jaguars,LeQuint Allen,RB,17061,"Allen, LeQuint"
2025,7,238,Seattle Seahawks,Ricky White III,WR,17084,"White, Ricky"
2025,7,239,Dallas Cowboys,Phil Mafah,RB,17063,"Mafah, Phil"
2025,7,240,Buffalo Bills,Kaden Prather,WR,17101,"Prather, Kaden"
2025,7,241,Denver Broncos,Caleb Lohner,TE,17253,"Lohner, Caleb"
2025,7,242,Los Angeles Rams,Konata Mumpfield,WR,17254,"Mumpfield, Konata"
2025,7,244,Detroit Lions,Dominic Lovett,WR,17255,"Lovett, Dominic"
2025,7,245,Washington Commanders,Jacory Croskey-Merritt,RB,17256,"Croskey-Merritt, Jacory"
2025,7,248,New Orleans Saints,Moliki Matavao,TE,17259,"Matavao, Moliki"
2025,7,252,San Francisco 49ers,Junior Bergen,WR,17260,"Bergen, Junior"
2025,7,255,Houston Texans,Luke Lachey,TE,17111,"Lachey, Luke"
